x,y,r,maturity,stress,nab1,t_birth,t_death
204,82,150,1,0,0,2806.2,2873.6
368,-169,150,1,0,0,2849.3,2873.7
207,235,150,1,0,0,2862.0,2873.8
282,350,150,1,0,0,2837.2,2874.0
218,-434,150,1,0,0,2853.9,2874.0
597,-381,150,0,0,0,2874.6,-2874.7
447,-120,150,1,0,0,2731.5,2874.7
34,343,150,1,0,0,2800.7,2875.0
843,440,150,1,0,0,2871.1,2875.2
401,-140,150,1,0,0,2875.4,2875.5
358,-240,150,1,0,0,2841.9,2875.6
279,-262,150,1,0,0,2844.2,2875.7
635,12,150,1,0,0,2825.2,2875.9
50,-11,150,1,0,0,2845.9,2876.4
247,369,150,1,0,0,2821.7,2876.7
70,-289,150,1,0,0,2807.2,2876.7
820,-14,150,0,0,0,2876.7,-2876.7
373,399,150,1,0,0,2857.1,2877.1
931,206,150,1,0,0,2845.5,2877.2
209,-193,150,1,0,0,2840.2,2877.2
35,102,150,1,0,0,2849.8,2877.2
343,-447,150,1,0,0,2861.2,2877.2
279,-201,150,1,0,0,2776.7,2877.3
403,213,150,1,0,0,2863.9,2877.3
832,-456,150,1,0,0,2864.1,2877.4
937,-57,150,0,0,0,2877.4,-2877.5
195,139,150,1,0,0,2770.7,2877.7
352,-382,150,1,0,0,2855.7,2877.7
354,-212,150,1,0,0,2865.0,2878.4
370,223,150,1,0,0,2875.5,2878.4
69,-28,150,1,0,0,2877.4,2878.9
467,-409,150,0,0,0,2879.0,-2879.1
884,417,150,1,0,0,2778.5,2880.0
563,257,150,0,0,0,2880.0,-2880.0
346,324,150,1,0,0,2855.5,2880.1
27,-418,150,1,0,0,2861.9,2880.1
535,-464,150,1,0,0,2846.8,2880.2
454,-330,150,0,0,0,2880.4,-2880.5
901,-454,150,1,0,0,2873.5,2880.5
812,252,150,0,0,0,2881.0,-2881.1
526,-83,150,1,0,0,2802.6,2881.2
907,-248,150,0,0,0,2881.5,-2881.5
373,140,150,1,0,0,2838.9,2881.7
722,236,150,0,0,0,2881.8,-2881.8
687,457,150,1,0,0,2870.4,2882.0
475,-232,150,0,0,0,2882.1,-2882.1
984,183,150,1,0,0,2866.3,2882.3
222,-426,150,1,0,0,2863.2,2882.4
685,-251,150,0,0,0,2882.5,-2882.6
846,-194,150,0,0,0,2882.5,-2882.6
372,219,150,1,0,0,2872.4,2882.9
403,398,150,1,0,0,2854.6,2883.1
361,348,150,1,0,0,2849.0,2883.4
221,-136,150,1,0,0,2816.9,2884.0
423,-383,150,0,0,0,2884.0,-2884.0
703,-150,150,1,0,0,2852.3,2885.1
115,-35,150,1,0,0,2862.7,2885.2
48,-5,150,1,0,0,2848.5,2885.2
221,169,150,1,0,0,2872.2,2885.3
906,390,150,1,0,0,2885.2,2885.7
853,-241,150,0,0,0,2885.8,-2885.8
127,122,150,1,0,0,2868.7,2886.0
82,-480,150,1,0,0,2831.4,2886.1
451,213,150,1,0,0,2868.9,2886.5
569,325,150,0,0,0,2886.8,-2886.8
302,-302,150,1,0,0,2863.7,2887.2
267,-183,150,1,0,0,2873.8,2887.7
736,-57,150,0,0,0,2887.7,-2887.7
628,420,150,1,0,0,2880.8,2888.1
826,13,150,1,0,0,2860.4,2888.2
712,-289,150,0,0,0,2888.4,-2888.5
641,-264,150,0,0,0,2888.5,-2888.5
562,327,150,0,0,0,2888.9,-2888.9
130,117,150,1,0,0,2864.0,2889.2
638,-175,133,1,0,0,2884.0,2889.8
919,280,150,1,0,0,2876.8,2889.8
253,-86,150,1,0,0,2769.4,2890.2
951,350,150,1,0,0,2885.7,2890.2
448,-134,150,1,0,0,2884.3,2890.5
960,288,150,1,0,0,2877.3,2890.5
534,-302,150,0,0,0,2892.3,-2892.4
50,-252,150,1,0,0,2881.4,2892.5
323,-174,150,1,0,0,2878.7,2892.8
548,276,150,1,0,0,2889.3,2892.9
268,-299,150,1,0,0,2887.6,2892.9
350,146,150,1,0,0,2867.2,2893.2
162,-280,150,1,0,0,2877.3,2893.8
126,413,150,1,0,0,2865.5,2894.3
783,-269,150,0,0,0,2894.5,-2894.5
888,-406,150,1,0,0,2886.5,2894.6
978,-23,150,0,0,0,2894.6,-2894.7
504,44,150,1,0,0,2883.7,2894.9
827,23,150,1,0,0,2890.7,2895.0
249,-230,150,1,0,0,2851.6,2895.0
48,74,150,1,0,0,2825.3,2895.1
786,-230,150,0,0,0,2895.3,-2895.3
586,-104,133,1,0,0,2882.5,2895.4
44,-354,150,1,0,0,2822.1,2895.5
747,396,150,1,0,0,2894.9,2896.1
422,-96,150,1,0,0,2854.7,2897.1
106,31,150,1,0,0,2877.8,2897.3
745,-267,150,0,0,0,2897.3,-2897.3
798,238,150,0,0,0,2897.5,-2897.5
62,-378,150,1,0,0,2880.1,2897.5
840,216,150,0,0,0,2897.6,-2897.6
470,-69,150,1,0,0,2855.3,2897.9
653,-406,150,0,0,0,2898.2,-2898.2
907,-155,150,0,0,0,2898.3,-2898.3
664,-157,150,1,0,0,2874.7,2898.6
775,-438,150,1,0,0,2888.8,2898.7
703,-371,150,1,0,0,2894.3,2898.9
95,69,150,1,0,0,2881.9,2899.2
310,-59,150,1,0,0,2899.0,2899.3
393,-235,150,1,0,0,2887.6,2899.5
11,399,150,1,0,0,2882.6,2899.5
77,-47,150,1,0,0,2899.8,2900.5
732,-483,150,1,0,0,2885.9,2900.9
919,293,150,1,0,0,2870.2,2901.3
260,-390,150,1,0,0,2851.8,2901.6
827,-477,150,1,0,0,2891.5,2901.6
363,-29,150,1,0,0,2894.1,2901.8
412,373,150,1,0,0,2841.5,2901.8
826,-388,150,1,0,0,2848.6,2901.8
566,172,150,0,0,0,2902.3,-2902.3
705,-383,150,1,0,0,2881.9,2902.5
593,39,150,1,0,0,2876.0,2903.1
965,-326,150,1,0,0,2809.7,2903.1
15,456,150,1,0,0,2896.5,2903.2
583,-440,150,0,0,0,2903.3,-2903.4
66,-230,150,1,0,0,2862.0,2903.6
109,-222,150,1,0,0,2879.5,2903.7
593,-176,150,0,0,0,2903.7,-2903.7
441,-421,150,0,0,0,2903.7,-2903.8
382,-187,150,1,0,0,2895.2,2904.2
302,56,150,1,0,0,2829.7,2904.2
757,424,150,1,0,0,2766.7,2904.4
892,-287,150,0,0,0,2904.6,-2904.6
974,-377,150,1,0,0,2871.0,2904.8
2,-278,150,1,0,0,2844.8,2905.1
33,385,150,1,0,0,2876.0,2905.1
161,499,150,1,0,0,2897.9,2905.1
423,116,150,1,0,0,2902.5,2905.9
153,-60,150,1,0,0,2888.9,2906.2
137,-98,150,1,0,0,2904.6,2906.3
50,124,150,1,0,0,2894.7,2906.9
104,52,150,1,0,0,2902.0,2907.0
444,453,150,1,0,0,2897.5,2907.2
393,386,150,1,0,0,2888.8,2907.2
111,-205,150,1,0,0,2824.3,2907.4
582,-159,150,1,0,0,2900.6,2907.8
39,267,150,1,0,0,2866.0,2908.5
852,-499,150,1,0,0,2901.6,2909.2
942,-424,150,1,0,0,2899.3,2909.4
782,-472,150,1,0,0,2898.2,2910.2
814,289,150,0,0,0,2910.5,-2910.5
397,297,150,1,0,0,2904.2,2911.4
981,348,150,1,0,0,2869.1,2911.5
282,416,150,1,0,0,2911.4,2911.7
556,426,150,1,0,0,2905.0,2911.9
362,82,150,1,0,0,2900.6,2912.0
264,-164,150,1,0,0,2894.8,2912.4
515,102,150,1,0,0,2893.4,2913.1
832,-441,150,1,0,0,2880.7,2913.3
126,-379,150,1,0,0,2722.1,2913.6
455,120,150,1,0,0,2893.1,2913.8
285,-310,150,1,0,0,2899.7,2913.9
422,133,150,1,0,0,2906.8,2914.5
314,-262,150,1,0,0,2854.6,2915.9
998,241,150,1,0,0,2866.2,2916.1
289,-487,150,1,0,0,2881.1,2916.4
311,-264,150,1,0,0,2914.9,2917.5
547,-127,150,1,0,0,2825.2,2917.6
665,-218,150,0,0,0,2918.4,-2918.4
665,491,150,1,0,0,2916.2,2918.7
930,44,150,1,0,0,2911.7,2919.0
882,212,150,1,0,0,2918.4,2919.3
339,368,150,1,0,0,2896.8,2919.3
345,292,150,1,0,0,2918.0,2919.3
752,123,150,0,0,0,2919.4,-2919.4
803,173,150,0,0,0,2919.7,-2919.7
966,-54,150,0,0,0,2920.0,-2920.0
943,-177,150,0,0,0,2920.0,-2920.1
294,-284,150,1,0,0,2870.3,2920.1
553,-189,150,0,0,0,2920.3,-2920.3
348,107,150,1,0,0,2898.6,2920.3
853,-259,150,0,0,0,2920.8,-2920.9
484,230,150,1,0,0,2901.1,2921.1
3,363,150,1,0,0,2885.1,2921.2
640,-365,150,0,0,0,2921.2,-2921.2
372,104,150,1,0,0,2858.2,2921.4
281,468,150,1,0,0,2883.5,2921.5
102,-376,150,1,0,0,2843.3,2923.0
138,-476,150,1,0,0,2881.9,2923.3
91,110,150,1,0,0,2912.9,2923.7
144,31,150,1,0,0,2894.0,2923.7
362,36,150,1,0,0,2917.2,2923.9
981,-413,150,1,0,0,2910.8,2923.9
632,170,150,0,0,0,2923.9,-2924.0
573,4,150,1,0,0,2850.1,2924.8
918,202,150,1,0,0,2920.8,2924.8
870,-12,150,0,0,0,2924.8,-2924.8
435,-92,150,1,0,0,2896.5,2925.3
79,-410,150,1,0,0,2903.8,2925.6
406,-268,150,1,0,0,2917.2,2926.2
597,-403,150,0,0,0,2926.3,-2926.4
264,-177,150,1,0,0,2918.5,2926.8
655,-440,150,0,0,0,2927.2,-2927.2
329,98,150,1,0,0,2890.7,2927.2
670,-284,150,0,0,0,2927.6,-2927.7
492,15,150,1,0,0,2855.7,2927.9
780,112,150,0,0,0,2928.0,-2928.0
912,-115,150,0,0,0,2928.0,-2928.0
291,-339,150,1,0,0,2911.7,2928.2
25,151,150,1,0,0,2793.7,2928.3
762,19,150,1,0,0,2913.7,2928.7
354,404,150,1,0,0,2921.0,2928.8
308,-167,150,1,0,0,2913.1,2928.8
695,-454,150,1,0,0,2923.7,2929.0
219,19,150,1,0,0,2904.0,2929.1
595,404,150,1,0,0,2925.9,2929.2
148,217,150,1,0,0,2886.6,2929.4
763,267,150,0,0,0,2929.5,-2929.7
415,-447,150,1,0,0,2884.9,2929.8
184,220,150,1,0,0,2892.7,2930.3
500,-213,150,0,0,0,2930.3,-2930.4
836,326,150,0,0,0,2930.4,-2930.6
722,-195,150,0,0,0,2930.6,-2930.6
96,351,150,1,0,0,2910.9,2930.7
384,-167,150,1,0,0,2898.5,2930.7
567,-452,150,1,0,0,2880.4,2931.0
445,-327,150,0,0,0,2931.2,-2931.2
19,14,150,1,0,0,2931.1,2931.7
354,119,150,1,0,0,2894.4,2932.5
906,362,150,1,0,0,2912.6,2932.7
833,45,150,1,0,0,2925.0,2933.0
413,-16,150,1,0,0,2897.3,2933.2
193,-76,150,1,0,0,2914.8,2933.6
717,-56,150,0,0,0,2933.9,-2933.9
779,320,150,0,0,0,2933.9,-2934.0
41,336,150,1,0,0,2882.7,2934.8
523,-356,150,0,0,0,2934.9,-2935.0
769,-248,150,0,0,0,2935.2,-2935.2
735,309,150,0,0,0,2935.3,-2935.3
794,171,150,0,0,0,2935.3,-2935.4
656,-401,150,0,0,0,2935.5,-2935.5
107,-487,150,1,0,0,2903.9,2935.6
958,-212,150,0,0,0,2935.6,-2935.7
179,-455,150,1,0,0,2931.9,2935.7
129,-74,150,1,0,0,2919.5,2935.8
624,-359,150,0,0,0,2936.3,-2936.3
832,269,150,0,0,0,2936.4,-2936.5
779,-255,150,0,0,0,2936.6,-2936.6
664,-175,150,0,0,0,2936.9,2936.9
322,462,150,1,0,0,2903.5,2937.3
884,-497,150,1,0,0,2918.9,2937.6
382,21,150,1,0,0,2934.9,2937.8
729,6,150,1,0,0,2927.5,-2938.0
79,-254,150,1,0,0,2876.0,2938.6
728,-166,150,0,0,0,2939.0,-2939.0
610,202,150,0,0,0,2939.2,-2939.2
387,-276,150,1,0,0,2939.0,2939.4
243,-74,150,1,0,0,2885.6,2939.6
794,240,150,0,0,0,2939.7,-2939.8
16,-226,150,1,0,0,2936.1,2940.2
902,-77,150,0,0,0,2940.4,-2940.5
954,-142,150,0,0,0,2940.9,-2940.9
312,-430,150,1,0,0,2922.1,2941.2
189,-475,150,1,0,0,2921.1,2941.4
17,190,150,1,0,0,2920.4,2941.5
985,-407,150,1,0,0,2896.0,2942.0
617,-295,150,0,0,0,2942.2,-2942.3
892,-347,150,1,0,0,2891.6,2942.9
559,-303,150,0,0,0,2942.8,-2942.9
970,-446,150,1,0,0,2936.2,2943.1
878,-476,150,1,0,0,2919.7,2943.2
622,299,150,0,0,0,2943.5,-2943.7
135,227,150,1,0,0,2913.2,2944.0
971,-53,150,0,0,0,2944.5,-2944.6
862,-161,150,1,0,0,2914.8,2944.7
41,-21,150,1,0,0,2922.2,2945.0
327,101,150,1,0,0,2877.9,2945.2
528,-298,150,0,0,0,2945.2,-2945.3
785,-427,150,1,0,0,2862.8,2945.3
645,-250,150,0,0,0,2945.3,-2945.3
471,33,150,1,0,0,2881.9,2945.3
78,50,150,1,0,0,2943.1,2945.4
894,-115,150,0,0,0,2945.5,-2945.6
774,146,150,0,0,0,2945.8,-2945.8
884,270,150,1,0,0,2901.2,2946.4
189,-102,150,1,0,0,2946.5,2946.5
559,-245,150,0,0,0,2947.2,-2947.4
192,-447,150,1,0,0,2940.4,2947.7
708,-155,150,1,0,0,2842.5,2948.1
263,-131,150,1,0,0,2867.9,2948.2
282,391,150,1,0,0,2944.5,2948.6
457,-170,150,0,0,0,2948.9,-2948.9
160,-145,150,1,0,0,2885.5,2949.1
303,-9,150,1,0,0,2886.9,2949.3
413,132,150,1,0,0,2940.9,2949.7
194,-57,150,1,0,0,2924.5,2950.0
437,-477,150,1,0,0,2927.8,2950.0
187,-11,150,1,0,0,2797.6,2950.1
634,-145,150,1,0,0,2938.1,2950.6
927,342,150,1,0,0,2919.1,2950.8
154,-161,150,1,0,0,2938.0,2950.9
353,447,150,1,0,0,2939.0,2950.9
366,243,150,1,0,0,2942.5,2951.1
759,126,150,0,0,0,2951.1,-2951.1
8,-30,150,1,0,0,2920.8,2951.2
872,-440,150,1,0,0,2888.9,2951.6
866,-111,150,0,0,0,2951.6,-2951.6
920,-259,150,0,0,0,2951.8,-2951.8
643,301,150,0,0,0,2952.2,-2952.3
731,-327,150,1,0,0,2901.3,2952.9
636,78,150,0,0,0,2953.3,-2953.3
914,384,150,1,0,0,2931.1,2953.4
701,387,150,1,0,0,2942.1,2953.6
6,293,150,1,0,0,2907.5,2953.7
930,50,150,1,0,0,2920.1,2954.1
706,-62,150,1,0,0,2927.1,2954.1
436,-68,150,1,0,0,2903.2,2954.6
269,275,150,1,0,0,2943.3,-2954.9
72,199,150,1,0,0,2954.4,2954.9
878,216,150,1,0,0,2946.6,2955.1
505,-482,150,1,0,0,2919.5,2955.2
138,397,150,1,0,0,2950.7,2955.2
840,380,150,1,0,0,2953.7,2955.9
264,339,150,1,0,0,2953.6,2955.9
600,-100,150,1,0,0,2929.3,2956.0
744,-207,150,0,0,0,2956.1,-2956.1
213,-474,150,1,0,0,2928.5,2956.1
225,-52,150,1,0,0,2951.2,2956.2
611,352,150,1,0,0,2920.6,2956.2
946,293,150,1,0,0,2940.9,2956.8
403,236,150,1,0,0,2930.5,2957.1
246,424,150,1,0,0,2943.8,2957.2
482,-493,150,1,0,0,2946.4,2957.4
655,-6,150,1,0,0,2956.0,2957.7
825,-119,150,0,0,0,2957.7,-2957.8
106,-184,150,1,0,0,2944.0,2958.1
354,150,150,1,0,0,2854.2,2958.1
58,182,150,1,0,0,2949.2,2958.2
135,230,150,1,0,0,2899.9,2958.5
586,252,150,0,0,0,2958.7,-2958.8
600,395,150,1,0,0,2930.1,2959.4
105,146,150,1,0,0,2943.2,2959.5
560,138,150,0,0,0,2959.6,-2959.6
315,-34,150,1,0,0,2894.3,2959.6
436,297,150,1,0,0,2942.2,2959.8
177,16,150,1,0,0,2936.5,2960.0
199,434,150,1,0,0,2922.1,2960.4
231,-85,150,1,0,0,2952.3,2960.6
23,-16,150,1,0,0,2912.3,2960.7
905,-121,150,0,0,0,2961.7,-2961.7
291,-63,150,1,0,0,2945.7,2962.1
101,379,150,1,0,0,2961.5,2962.3
843,28,150,1,0,0,2941.1,2962.5
386,9,150,1,0,0,2952.8,2962.5
740,-199,150,0,0,0,2962.5,-2962.6
945,4,150,1,0,0,2935.9,2962.9
132,-398,150,1,0,0,2934.2,2963.1
542,-147,150,1,0,0,2943.2,2963.6
436,-153,150,1,0,0,2955.3,2964.0
369,-33,150,1,0,0,2897.8,2964.1
462,-191,150,0,0,0,2964.1,-2964.2
578,-84,150,1,0,0,2944.1,2964.2
719,442,150,1,0,0,2896.3,2964.2
568,274,150,0,0,0,2964.5,-2964.5
147,409,150,1,0,0,2954.4,2964.6
209,361,150,1,0,0,2912.1,2964.8
307,-220,150,1,0,0,2951.7,2964.8
290,494,150,1,0,0,2963.4,2964.9
661,-352,150,0,0,0,2965.5,-2965.5
548,298,150,1,0,0,2933.5,2965.7
628,-195,150,0,0,0,2965.9,-2966.0
732,-443,150,1,0,0,2958.8,2966.1
133,-437,150,1,0,0,2964.9,2966.1
542,-401,150,0,0,0,2966.4,-2966.5
184,359,150,1,0,0,2959.8,2966.5
912,291,150,1,0,0,2932.0,2967.1
858,13,150,1,0,0,2947.8,2967.1
513,-231,150,0,0,0,2967.4,-2967.5
582,-461,150,1,0,0,2928.0,2967.7
288,173,150,1,0,0,2961.1,2967.9
161,-416,150,1,0,0,2962.1,2967.9
735,-187,150,0,0,0,2968.0,-2968.0
92,144,150,1,0,0,2945.4,2968.3
105,253,150,1,0,0,2964.6,2968.6
179,354,150,1,0,0,2936.2,2969.2
85,375,150,1,0,0,2968.5,2969.4
798,251,150,0,0,0,2969.4,-2969.4
109,419,150,1,0,0,2851.1,2969.9
123,423,150,1,0,0,2964.8,2970.0
866,232,150,1,0,0,2966.9,2970.1
829,-375,150,1,0,0,2934.3,2970.2
551,213,150,1,0,0,2969.4,2971.0
598,21,150,1,0,0,2970.0,2971.0
261,147,150,1,0,0,2934.7,2971.1
150,100,150,1,0,0,2930.1,2971.2
861,-367,150,1,0,0,2968.6,2971.5
714,396,150,1,0,0,2961.9,2971.8
279,190,150,1,0,0,2952.3,2972.2
36,197,150,1,0,0,2936.0,2972.3
536,-239,150,0,0,0,2972.1,-2972.3
838,259,150,0,0,0,2972.4,-2972.5
540,376,150,1,0,0,2970.9,2972.7
249,-116,150,1,0,0,2958.1,2972.9
911,316,150,1,0,0,2973.2,2973.2
257,-427,150,1,0,0,2927.3,2973.4
26,-283,150,1,0,0,2971.2,2973.6
886,-498,150,1,0,0,2929.5,2973.7
779,-9,150,1,0,0,2915.8,2973.7
832,-330,150,1,0,0,2953.8,2974.7
102,53,150,1,0,0,2959.4,2974.9
470,74,150,1,0,0,2954.3,2974.9
876,97,150,1,0,0,2804.5,2975.1
945,-175,150,0,0,0,2975.2,-2975.2
915,496,150,1,0,0,2954.2,2975.2
288,-41,150,1,0,0,2928.8,2975.2
703,121,150,0,0,0,2975.3,-2975.4
648,-136,150,1,0,0,2875.1,2976.0
821,-93,150,0,0,0,2976.4,-2976.4
564,-418,150,0,0,0,2976.9,-2976.9
507,420,150,1,0,0,2943.1,2977.1
367,-358,150,1,0,0,2933.9,2977.1
329,17,150,1,0,0,2976.1,2977.4
735,-9,150,1,0,0,2946.5,2977.6
675,-112,150,1,0,0,2975.6,2977.8
570,494,150,1,0,0,2976.8,2977.9
468,-1,150,1,0,0,2958.0,2978.1
637,-372,150,0,0,0,2978.2,-2978.2
734,112,150,0,0,0,2978.3,-2978.3
445,-345,150,0,0,0,2978.1,-2978.3
613,18,150,1,0,0,2964.3,2978.4
162,32,150,1,0,0,2943.8,2978.5
544,-193,150,0,0,0,2978.5,-2978.6
510,-437,150,0,0,0,2979.4,-2979.4
475,251,150,1,0,0,2839.9,2979.6
697,-281,150,1,0,0,2971.0,2979.7
512,122,150,1,0,0,2977.1,2979.8
587,166,150,0,0,0,2980.2,-2980.2
922,-37,150,0,0,0,2980.6,-2980.7
501,-483,150,1,0,0,2976.7,2981.0
122,121,150,1,0,0,2843.6,2981.7
294,-72,150,1,0,0,2956.0,2982.0
533,424,150,1,0,0,2977.0,2982.4
238,140,150,1,0,0,2950.0,2982.4
435,22,150,1,0,0,2959.4,2982.5
888,-140,150,0,0,0,2983.2,-2983.2
950,392,150,1,0,0,2974.6,2983.6
798,466,150,1,0,0,2911.6,2983.8
680,-410,150,0,0,0,2983.7,-2984.1
160,-434,150,1,0,0,2957.8,2984.5
278,-214,150,1,0,0,2970.8,2985.0
849,416,150,1,0,0,2964.3,2985.0
865,-211,150,0,0,0,2985.2,-2985.3
959,174,150,1,0,0,2973.1,2985.4
268,-255,150,1,0,0,2934.6,-2986.0
892,-361,150,1,0,0,2923.1,2986.0
312,336,150,1,0,0,2944.8,2986.1
210,271,150,1,0,0,2963.1,2987.0
768,-436,150,1,0,0,2974.8,2987.1
211,-244,150,1,0,0,2953.8,2987.3
3,432,150,1,0,0,2952.0,2987.5
781,-483,150,1,0,0,2979.8,2988.1
453,-174,150,0,0,0,2988.1,-2988.1
717,-265,150,0,0,0,2988.3,-2988.3
763,-477,150,1,0,0,2973.8,2988.4
711,86,150,0,0,0,2988.6,-2988.6
353,86,150,1,0,0,2912.0,2989.1
763,-358,150,1,0,0,2984.7,2989.2
112,450,150,1,0,0,2976.1,2989.4
1,-220,150,1,0,0,2967.8,2989.4
179,176,150,1,0,0,2966.0,2989.4
8,406,150,1,0,0,2973.5,2989.7
590,162,150,0,0,0,2989.8,-2989.8
442,496,150,1,0,0,2947.1,2990.2
304,294,150,1,0,0,2937.2,2990.8
219,249,150,1,0,0,2969.7,2991.1
787,468,150,1,0,0,2909.2,2991.2
734,-115,150,0,0,0,2991.5,-2991.6
633,148,150,0,0,0,2991.7,-2991.7
852,274,150,1,0,0,2944.0,2991.8
862,-240,150,0,0,0,2992.0,-2992.1
585,449,150,1,0,0,2968.5,2992.1
102,-151,150,1,0,0,2907.6,2993.3
900,450,150,1,0,0,2887.2,2993.3
541,204,150,1,0,0,2952.2,2993.5
33,397,150,1,0,0,2954.2,2994.1
419,122,150,1,0,0,2989.5,2994.2
942,-182,150,0,0,0,2994.3,-2994.3
847,-318,150,1,0,0,2960.8,2994.4
559,-226,150,0,0,0,2994.5,-2994.5
969,181,150,1,0,0,2900.6,2995.1
419,12,150,1,0,0,2984.5,2995.3
835,343,150,1,0,0,2994.1,2995.4
326,-315,150,1,0,0,2987.5,2995.7
159,-243,150,1,0,0,2976.3,2995.9
795,-375,150,1,0,0,2984.8,2996.1
890,-478,150,1,0,0,2957.8,2996.1
181,-261,150,1,0,0,2910.8,2996.1
202,400,150,1,0,0,2962.3,2996.5
164,437,150,1,0,0,2991.8,2996.7
795,-122,150,0,0,0,2997.8,-2997.8
529,450,150,1,0,0,2994.8,2997.8
843,395,150,1,0,0,2894.4,2998.4
967,-20,150,0,0,0,2998.5,-2998.5
631,175,150,0,0,0,2998.8,-2998.9
100,356,150,1,0,0,2995.0,2999.2
229,267,150,1,0,0,2989.8,2999.6
731,-280,150,0,0,0,2999.8,-2999.8
66,-495,150,1,0,0,2992.7,3000.3
539,321,150,1,0,0,2985.9,3000.5
51,313,150,1,0,0,2910.9,3000.7
769,61,150,0,0,0,3000.7,-3000.7
730,482,150,1,0,0,2989.5,3000.8
156,418,150,1,0,0,2997.7,3001.7
657,-424,150,0,0,0,3001.7,-3001.7
337,-58,150,1,0,0,2989.9,3002.2
790,-271,150,0,0,0,3002.3,-3002.3
276,-11,150,1,0,0,2972.4,3002.6
712,11,150,1,0,0,2957.3,3002.7
266,-400,150,1,0,0,3001.8,3002.9
938,-453,150,1,0,0,2996.3,3003.6
779,349,150,1,0,0,2981.8,3003.6
746,422,150,1,0,0,2976.7,3003.9
671,-179,150,0,0,0,3004.3,-3004.3
835,-215,150,0,0,0,3004.5,-3004.5
553,-406,150,0,0,0,3004.6,-3004.6
852,490,150,1,0,0,3003.4,3005.5
379,-420,150,1,0,0,3003.8,3005.6
479,-117,150,1,0,0,2944.9,3005.8
288,116,150,1,0,0,2923.6,3006.0
691,-204,150,1,0,0,3002.7,3006.0
239,-180,150,1,0,0,2903.4,3006.1
46,39,150,1,0,0,2938.7,3006.2
667,-272,150,0,0,0,3006.2,-3006.3
299,-498,150,1,0,0,3003.5,3006.6
50,55,150,1,0,0,3005.6,3006.6
854,347,150,1,0,0,2992.2,3007.0
586,169,150,0,0,0,3007.0,-3007.0
281,-148,150,1,0,0,2940.7,3007.3
584,422,150,1,0,0,2999.8,3007.3
263,243,150,1,0,0,2989.1,3007.5
606,-373,150,0,0,0,3007.8,-3007.8
441,224,150,1,0,0,2948.3,3007.8
475,-309,150,0,0,0,3007.8,-3008.0
962,-90,150,0,0,0,3008.4,-3008.5
985,-438,150,1,0,0,2949.9,3008.5
73,214,150,1,0,0,3000.0,3008.6
250,186,68,2,0,0,3006.3,3009.0
194,-116,150,1,0,0,3004.7,3009.4
510,-77,150,1,0,0,2946.8,3009.6
226,-226,150,1,0,0,2993.7,3009.6
907,-222,150,0,0,0,3009.7,-3009.7
473,275,150,1,0,0,2980.4,3010.0
458,-378,150,0,0,0,3010.6,-3010.6
275,-493,150,1,0,0,3005.4,3010.6
555,-465,150,1,0,0,2960.0,3010.8
127,234,150,1,0,0,2989.4,3010.8
659,-51,150,1,0,0,2897.5,3011.0
381,139,150,1,0,0,2913.4,3011.0
670,-182,150,0,0,0,3011.2,-3011.4
929,98,150,1,0,0,2968.3,3011.5
19,362,150,1,0,0,2987.7,3011.6
385,269,150,1,0,0,2967.9,3011.9
329,-298,150,1,0,0,2990.5,3012.0
67,270,150,1,0,0,3004.3,3012.1
206,299,150,1,0,0,2989.4,3012.4
117,277,150,1,0,0,2979.2,3013.0
465,184,96,2,0,0,3005.1,3013.3
467,-186,150,0,0,0,3013.3,-3013.4
390,354,150,1,0,0,2996.3,3013.4
686,-81,150,1,0,0,2986.4,3013.5
476,-319,150,0,0,0,3013.8,-3013.9
172,492,150,1,0,0,3007.7,3013.9
685,-233,150,0,0,0,3013.9,-3013.9
248,-56,150,1,0,0,2976.3,3014.2
478,184,150,1,0,0,3006.9,3014.5
611,32,150,1,0,0,2983.4,3014.6
383,-10,150,1,0,0,3008.4,3014.8
907,8,150,1,0,0,2980.9,3015.1
583,265,150,0,0,0,3015.1,-3015.1
647,92,150,0,0,0,3015.1,-3015.2
220,195,150,1,0,0,2900.0,3015.3
394,-289,150,1,0,0,3001.1,3016.1
501,259,150,1,0,0,3007.7,3016.2
390,438,150,1,0,0,3008.0,3016.4
236,-39,150,1,0,0,2975.9,3016.5
133,-493,150,1,0,0,3012.8,3016.6
677,381,150,1,0,0,2977.7,3016.7
900,424,150,1,0,0,2978.1,3017.2
48,317,150,1,0,0,2999.6,3017.4
959,399,150,1,0,0,2976.4,3017.5
153,239,150,2,0,0,3015.8,3017.9
216,-21,150,1,0,0,2980.7,3018.1
450,137,150,1,0,0,3009.4,3018.2
103,196,117,2,0,0,3013.6,3018.2
137,-190,150,1,0,0,3016.7,3018.3
208,201,150,2,0,0,3018.6,3018.7
722,-111,150,0,0,0,3018.7,-3018.7
640,-147,150,1,0,0,3018.3,3018.9
892,-71,150,0,0,0,3018.9,-3019.0
917,464,150,1,0,0,2953.1,3019.2
433,278,150,1,0,0,2973.4,3019.4
897,-165,150,0,0,0,3019.4,-3019.4
366,-120,150,1,0,0,2963.9,-3019.8
67,161,150,1,0,0,2988.2,3019.8
662,462,139,2,0,0,3003.2,3020.4
534,-211,150,0,0,0,3020.6,-3020.6
213,196,150,3,0,0,3019.1,3021.0
231,400,88,2,0,0,3019.7,3021.2
283,384,150,1,0,0,3015.2,3021.6
